model,method,bench,case,category,measure,phase,value
llama3-8b,alphaedit,zsre,zsre_row5568,efficacy,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row5568,generalisation,acc,post,1.0
llama3-8b,alphaedit,zsre,zsre_row5568,generalisation,acc,pre,0.16666666666666666
llama3-8b,alphaedit,zsre,zsre_row5568,generalisation,diff,post,0.9045390997156978
llama3-8b,alphaedit,zsre,zsre_row5568,generalisation,diff,pre,-0.05013514622879637
llama3-8b,alphaedit,zsre,zsre_row5568,generalisation,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row5568,generalisation,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row5568,specificity,acc,post,0.0
llama3-8b,alphaedit,zsre,zsre_row5568,specificity,acc,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row5568,specificity,diff,post,0.003575705210907086
llama3-8b,alphaedit,zsre,zsre_row5568,specificity,diff,pre,0.003606826000222731
llama3-8b,alphaedit,zsre,zsre_row5568,specificity,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row5568,specificity,success,pre,1.0
llama3-8b,alphaedit,zsre,zsre_row5791,efficacy,acc,post,1.0
llama3-8b,alphaedit,zsre,zsre_row5791,efficacy,acc,pre,0.3333333333333333
llama3-8b,alphaedit,zsre,zsre_row5791,efficacy,diff,post,0.8019693154233953
llama3-8b,alphaedit,zsre,zsre_row5791,efficacy,diff,pre,-0.09332891957588688
llama3-8b,alphaedit,zsre,zsre_row5791,efficacy,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row5791,efficacy,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row5791,generalisation,acc,post,0.6666666666666666
llama3-8b,alphaedit,zsre,zsre_row5791,generalisation,acc,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row5791,generalisation,diff,post,0.442967831670084
llama3-8b,alphaedit,zsre,zsre_row5791,generalisation,diff,pre,0.0021058186773088086
llama3-8b,alphaedit,zsre,zsre_row5791,generalisation,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row5791,generalisation,success,pre,1.0
llama3-8b,alphaedit,zsre,zsre_row5791,specificity,acc,post,0.0
llama3-8b,alphaedit,zsre,zsre_row5791,specificity,acc,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row5791,specificity,diff,post,0.002622882177857143
llama3-8b,alphaedit,zsre,zsre_row5791,specificity,diff,pre,0.002670460003924356
llama3-8b,alphaedit,zsre,zsre_row5791,specificity,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row5791,specificity,success,pre,1.0
llama3-8b,alphaedit,zsre,zsre_row5875,efficacy,acc,post,1.0
llama3-8b,alphaedit,zsre,zsre_row5875,efficacy,acc,pre,0.16666666666666666
llama3-8b,alphaedit,zsre,zsre_row5875,efficacy,diff,post,0.8991350660510484
llama3-8b,alphaedit,zsre,zsre_row5875,efficacy,diff,pre,-0.13162940571763193
llama3-8b,alphaedit,zsre,zsre_row5875,efficacy,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row5875,efficacy,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row5875,generalisation,acc,post,0.6666666666666666
llama3-8b,alphaedit,zsre,zsre_row5875,generalisation,acc,pre,0.3333333333333333
llama3-8b,alphaedit,zsre,zsre_row5875,generalisation,diff,post,0.1518660164837387
llama3-8b,alphaedit,zsre,zsre_row5875,generalisation,diff,pre,-0.1548868890423224
llama3-8b,alphaedit,zsre,zsre_row5875,generalisation,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row5875,generalisation,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row5875,specificity,acc,post,0.0
llama3-8b,alphaedit,zsre,zsre_row5875,specificity,acc,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row5875,specificity,diff,post,0.0027590382341970135
llama3-8b,alphaedit,zsre,zsre_row5875,specificity,diff,pre,0.0028026769954350617
llama3-8b,alphaedit,zsre,zsre_row5875,specificity,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row5875,specificity,success,pre,1.0
llama3-8b,alphaedit,zsre,zsre_row6083,efficacy,acc,post,0.6666666666666666
llama3-8b,alphaedit,zsre,zsre_row6083,efficacy,acc,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row6083,efficacy,diff,post,0.02245659649592023
llama3-8b,alphaedit,zsre,zsre_row6083,efficacy,diff,pre,-0.0886952202612253
llama3-8b,alphaedit,zsre,zsre_row6083,efficacy,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row6083,efficacy,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row6083,generalisation,acc,post,0.3333333333333333
llama3-8b,alphaedit,zsre,zsre_row6083,generalisation,acc,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row6083,generalisation,diff,post,-0.12008683393469759
llama3-8b,alphaedit,zsre,zsre_row6083,generalisation,diff,pre,-0.095362779803155
llama3-8b,alphaedit,zsre,zsre_row6083,generalisation,success,post,0.0
llama3-8b,alphaedit,zsre,zsre_row6083,generalisation,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row6083,specificity,acc,post,0.3333333333333333
llama3-8b,alphaedit,zsre,zsre_row6083,specificity,acc,pre,0.3333333333333333
llama3-8b,alphaedit,zsre,zsre_row6083,specificity,diff,post,-0.0012708987995689554
llama3-8b,alphaedit,zsre,zsre_row6083,specificity,diff,pre,-0.0013059526196544096
llama3-8b,alphaedit,zsre,zsre_row6083,specificity,success,post,0.0
llama3-8b,alphaedit,zsre,zsre_row6083,specificity,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row6514,efficacy,acc,post,1.0
llama3-8b,alphaedit,zsre,zsre_row6514,efficacy,acc,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row6514,efficacy,diff,post,0.0
llama3-8b,alphaedit,zsre,zsre_row6514,efficacy,diff,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row6514,efficacy,success,post,0.0
llama3-8b,alphaedit,zsre,zsre_row6514,efficacy,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row6514,generalisation,acc,post,1.0
llama3-8b,alphaedit,zsre,zsre_row6514,generalisation,acc,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row6514,generalisation,diff,post,0.0
llama3-8b,alphaedit,zsre,zsre_row6514,generalisation,diff,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row6514,generalisation,success,post,0.0
llama3-8b,alphaedit,zsre,zsre_row6514,generalisation,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row6514,specificity,acc,post,0.75
llama3-8b,alphaedit,zsre,zsre_row6514,specificity,acc,pre,0.75
llama3-8b,alphaedit,zsre,zsre_row6514,specificity,diff,post,-0.008876471497623297
llama3-8b,alphaedit,zsre,zsre_row6514,specificity,diff,pre,-0.008990839837443648
llama3-8b,alphaedit,zsre,zsre_row6514,specificity,success,post,0.0
llama3-8b,alphaedit,zsre,zsre_row6514,specificity,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row6740,efficacy,acc,post,1.0
llama3-8b,alphaedit,zsre,zsre_row6740,efficacy,acc,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row6740,efficacy,diff,post,0.5031018992278476
llama3-8b,alphaedit,zsre,zsre_row6740,efficacy,diff,pre,-0.056515804336594665
llama3-8b,alphaedit,zsre,zsre_row6740,efficacy,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row6740,efficacy,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row6740,generalisation,acc,post,0.6666666666666666
llama3-8b,alphaedit,zsre,zsre_row6740,generalisation,acc,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row6740,generalisation,diff,post,-0.012300126969206876
llama3-8b,alphaedit,zsre,zsre_row6740,generalisation,diff,pre,-0.04911899648409969
llama3-8b,alphaedit,zsre,zsre_row6740,generalisation,success,post,0.0
llama3-8b,alphaedit,zsre,zsre_row6740,generalisation,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row6740,specificity,acc,post,0.0
llama3-8b,alphaedit,zsre,zsre_row6740,specificity,acc,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row6740,specificity,diff,post,-0.0075074638524605854
llama3-8b,alphaedit,zsre,zsre_row6740,specificity,diff,pre,-0.007627074494016286
llama3-8b,alphaedit,zsre,zsre_row6740,specificity,success,post,0.0
llama3-8b,alphaedit,zsre,zsre_row6740,specificity,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row7114,efficacy,acc,post,1.0
llama3-8b,alphaedit,zsre,zsre_row7114,efficacy,acc,pre,0.6666666666666666
llama3-8b,alphaedit,zsre,zsre_row7114,efficacy,diff,post,0.946540481795744
llama3-8b,alphaedit,zsre,zsre_row7114,efficacy,diff,pre,0.02046960691911015
llama3-8b,alphaedit,zsre,zsre_row7114,efficacy,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row7114,efficacy,success,pre,1.0
llama3-8b,alphaedit,zsre,zsre_row7114,generalisation,acc,post,0.6666666666666666
llama3-8b,alphaedit,zsre,zsre_row7114,generalisation,acc,pre,0.6666666666666666
llama3-8b,alphaedit,zsre,zsre_row7114,generalisation,diff,post,0.502243116202981
llama3-8b,alphaedit,zsre,zsre_row7114,generalisation,diff,pre,0.019509314562923
llama3-8b,alphaedit,zsre,zsre_row7114,generalisation,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row7114,generalisation,success,pre,1.0
llama3-8b,alphaedit,zsre,zsre_row7114,specificity,acc,post,0.0
llama3-8b,alphaedit,zsre,zsre_row7114,specificity,acc,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row7114,specificity,diff,post,0.0019073419234095189
llama3-8b,alphaedit,zsre,zsre_row7114,specificity,diff,pre,0.0019139243241827531
llama3-8b,alphaedit,zsre,zsre_row7114,specificity,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row7114,specificity,success,pre,1.0
llama3-8b,alphaedit,zsre,zsre_row7453,efficacy,acc,post,1.0
llama3-8b,alphaedit,zsre,zsre_row7453,efficacy,acc,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row7453,efficacy,diff,post,0.277102691597279
llama3-8b,alphaedit,zsre,zsre_row7453,efficacy,diff,pre,-0.0009584740741917746
llama3-8b,alphaedit,zsre,zsre_row7453,efficacy,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row7453,efficacy,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row7453,generalisation,acc,post,1.0
llama3-8b,alphaedit,zsre,zsre_row7453,generalisation,acc,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row7453,generalisation,diff,post,0.7960436883064318
llama3-8b,alphaedit,zsre,zsre_row7453,generalisation,diff,pre,-0.018848711703918258
llama3-8b,alphaedit,zsre,zsre_row7453,generalisation,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row7453,generalisation,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row7453,specificity,acc,post,0.3333333333333333
llama3-8b,alphaedit,zsre,zsre_row7453,specificity,acc,pre,0.3333333333333333
llama3-8b,alphaedit,zsre,zsre_row7453,specificity,diff,post,-0.06030931173078446
llama3-8b,alphaedit,zsre,zsre_row7453,specificity,diff,pre,-0.05976211850251378
llama3-8b,alphaedit,zsre,zsre_row7453,specificity,success,post,0.0
llama3-8b,alphaedit,zsre,zsre_row7453,specificity,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row7471,efficacy,acc,post,1.0
llama3-8b,alphaedit,zsre,zsre_row7471,efficacy,acc,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row7471,efficacy,diff,post,0.8769964550211288
llama3-8b,alphaedit,zsre,zsre_row7471,efficacy,diff,pre,-0.15947964684886623
llama3-8b,alphaedit,zsre,zsre_row7471,efficacy,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row7471,efficacy,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row7471,generalisation,acc,post,1.0
llama3-8b,alphaedit,zsre,zsre_row7471,generalisation,acc,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row7471,generalisation,diff,post,0.26874132658014216
llama3-8b,alphaedit,zsre,zsre_row7471,generalisation,diff,pre,-0.11921209106792581
llama3-8b,alphaedit,zsre,zsre_row7471,generalisation,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row7471,generalisation,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row7471,specificity,acc,post,0.6666666666666666
llama3-8b,alphaedit,zsre,zsre_row7471,specificity,acc,pre,0.6666666666666666
llama3-8b,alphaedit,zsre,zsre_row7471,specificity,diff,post,-0.010694693746717346
llama3-8b,alphaedit,zsre,zsre_row7471,specificity,diff,pre,-0.010704707330538538
llama3-8b,alphaedit,zsre,zsre_row7471,specificity,success,post,0.0
llama3-8b,alphaedit,zsre,zsre_row7471,specificity,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row7481,efficacy,acc,post,0.8333333333333334
llama3-8b,alphaedit,zsre,zsre_row7481,efficacy,acc,pre,0.16666666666666666
llama3-8b,alphaedit,zsre,zsre_row7481,efficacy,diff,post,0.47494484580845325
llama3-8b,alphaedit,zsre,zsre_row7481,efficacy,diff,pre,-0.10258785540534526
llama3-8b,alphaedit,zsre,zsre_row7481,efficacy,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row7481,efficacy,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row7481,generalisation,acc,post,0.8333333333333334
llama3-8b,alphaedit,zsre,zsre_row7481,generalisation,acc,pre,0.16666666666666666
llama3-8b,alphaedit,zsre,zsre_row7481,generalisation,diff,post,0.5009182763274371
llama3-8b,alphaedit,zsre,zsre_row7481,generalisation,diff,pre,-0.09592315078303681
llama3-8b,alphaedit,zsre,zsre_row7481,generalisation,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row7481,generalisation,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row7481,specificity,acc,post,0.5
llama3-8b,alphaedit,zsre,zsre_row7481,specificity,acc,pre,0.5
llama3-8b,alphaedit,zsre,zsre_row7481,specificity,diff,post,0.002306934551588715
llama3-8b,alphaedit,zsre,zsre_row7481,specificity,diff,pre,0.002100363580455374
llama3-8b,alphaedit,zsre,zsre_row7481,specificity,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row7481,specificity,success,pre,1.0
llama3-8b,alphaedit,zsre,zsre_row7612,efficacy,acc,post,0.0
llama3-8b,alphaedit,zsre,zsre_row7612,efficacy,acc,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row7612,efficacy,diff,post,-0.021358112886184222
llama3-8b,alphaedit,zsre,zsre_row7612,efficacy,diff,pre,-0.061290019948923594
llama3-8b,alphaedit,zsre,zsre_row7612,efficacy,success,post,0.0
llama3-8b,alphaedit,zsre,zsre_row7612,efficacy,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row7612,generalisation,acc,post,0.0
llama3-8b,alphaedit,zsre,zsre_row7612,generalisation,acc,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row7612,generalisation,diff,post,-0.06586389489419636
llama3-8b,alphaedit,zsre,zsre_row7612,generalisation,diff,pre,-0.07243871216732928
llama3-8b,alphaedit,zsre,zsre_row7612,generalisation,success,post,0.0
llama3-8b,alphaedit,zsre,zsre_row7612,generalisation,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row7612,specificity,acc,post,0.0
llama3-8b,alphaedit,zsre,zsre_row7612,specificity,acc,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row7612,specificity,diff,post,-0.006379356150130748
llama3-8b,alphaedit,zsre,zsre_row7612,specificity,diff,pre,-0.005946213958204274
llama3-8b,alphaedit,zsre,zsre_row7612,specificity,success,post,0.0
llama3-8b,alphaedit,zsre,zsre_row7612,specificity,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row7657,efficacy,acc,post,0.5
llama3-8b,alphaedit,zsre,zsre_row7657,efficacy,acc,pre,0.16666666666666666
llama3-8b,alphaedit,zsre,zsre_row7657,efficacy,diff,post,0.12606425853554049
llama3-8b,alphaedit,zsre,zsre_row7657,efficacy,diff,pre,-0.04925937014158514
llama3-8b,alphaedit,zsre,zsre_row7657,efficacy,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row7657,efficacy,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row7657,generalisation,acc,post,0.5
llama3-8b,alphaedit,zsre,zsre_row7657,generalisation,acc,pre,0.16666666666666666
llama3-8b,alphaedit,zsre,zsre_row7657,generalisation,diff,post,0.08814771097670983
llama3-8b,alphaedit,zsre,zsre_row7657,generalisation,diff,pre,-0.08188759320524444
llama3-8b,alphaedit,zsre,zsre_row7657,generalisation,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row7657,generalisation,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row7657,specificity,acc,post,0.75
llama3-8b,alphaedit,zsre,zsre_row7657,specificity,acc,pre,0.75
llama3-8b,alphaedit,zsre,zsre_row7657,specificity,diff,post,-0.09993895216618613
llama3-8b,alphaedit,zsre,zsre_row7657,specificity,diff,pre,-0.09895146960197439
llama3-8b,alphaedit,zsre,zsre_row7657,specificity,success,post,0.0
llama3-8b,alphaedit,zsre,zsre_row7657,specificity,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row7980,efficacy,acc,post,1.0
llama3-8b,alphaedit,zsre,zsre_row7980,efficacy,acc,pre,0.5
llama3-8b,alphaedit,zsre,zsre_row7980,efficacy,diff,post,0.8811276531638296
llama3-8b,alphaedit,zsre,zsre_row7980,efficacy,diff,pre,-0.011688876318140657
llama3-8b,alphaedit,zsre,zsre_row7980,efficacy,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row7980,efficacy,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row7980,generalisation,acc,post,1.0
llama3-8b,alphaedit,zsre,zsre_row7980,generalisation,acc,pre,0.5
llama3-8b,alphaedit,zsre,zsre_row7980,generalisation,diff,post,0.5161128453353363
llama3-8b,alphaedit,zsre,zsre_row7980,generalisation,diff,pre,-0.012424224998857984
llama3-8b,alphaedit,zsre,zsre_row7980,generalisation,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row7980,generalisation,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row7980,specificity,acc,post,0.0
llama3-8b,alphaedit,zsre,zsre_row7980,specificity,acc,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row7980,specificity,diff,post,-0.00014969914873121497
llama3-8b,alphaedit,zsre,zsre_row7980,specificity,diff,pre,-0.00015452224976376675
llama3-8b,alphaedit,zsre,zsre_row7980,specificity,success,post,0.0
llama3-8b,alphaedit,zsre,zsre_row7980,specificity,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row8082,efficacy,acc,post,1.0
llama3-8b,alphaedit,zsre,zsre_row8082,efficacy,acc,pre,0.3333333333333333
llama3-8b,alphaedit,zsre,zsre_row8082,efficacy,diff,post,0.9968141884307015
llama3-8b,alphaedit,zsre,zsre_row8082,efficacy,diff,pre,0.00571992977012812
llama3-8b,alphaedit,zsre,zsre_row8082,efficacy,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row8082,efficacy,success,pre,1.0
llama3-8b,alphaedit,zsre,zsre_row8082,generalisation,acc,post,1.0
llama3-8b,alphaedit,zsre,zsre_row8082,generalisation,acc,pre,0.3333333333333333
llama3-8b,alphaedit,zsre,zsre_row8082,generalisation,diff,post,0.6748738737167725
llama3-8b,alphaedit,zsre,zsre_row8082,generalisation,diff,pre,0.007709872945860113
llama3-8b,alphaedit,zsre,zsre_row8082,generalisation,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row8082,generalisation,success,pre,1.0
llama3-8b,alphaedit,zsre,zsre_row8082,specificity,acc,post,0.0
llama3-8b,alphaedit,zsre,zsre_row8082,specificity,acc,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row8082,specificity,diff,post,-5.178371694673107e-05
llama3-8b,alphaedit,zsre,zsre_row8082,specificity,diff,pre,-5.5978049287531086e-05
llama3-8b,alphaedit,zsre,zsre_row8082,specificity,success,post,0.0
llama3-8b,alphaedit,zsre,zsre_row8082,specificity,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row8155,efficacy,acc,post,1.0
llama3-8b,alphaedit,zsre,zsre_row8155,efficacy,acc,pre,0.5
llama3-8b,alphaedit,zsre,zsre_row8155,efficacy,diff,post,0.7568345346340779
llama3-8b,alphaedit,zsre,zsre_row8155,efficacy,diff,pre,-0.1639757058777698
llama3-8b,alphaedit,zsre,zsre_row8155,efficacy,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row8155,efficacy,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row8155,generalisation,acc,post,1.0
llama3-8b,alphaedit,zsre,zsre_row8155,generalisation,acc,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row8155,generalisation,diff,post,0.8974786137056948
llama3-8b,alphaedit,zsre,zsre_row8155,generalisation,diff,pre,-0.01677084133274588
llama3-8b,alphaedit,zsre,zsre_row8155,generalisation,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row8155,generalisation,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row8155,specificity,acc,post,0.42857142857142855
llama3-8b,alphaedit,zsre,zsre_row8155,specificity,acc,pre,0.42857142857142855
llama3-8b,alphaedit,zsre,zsre_row8155,specificity,diff,post,-0.007962632261288594
llama3-8b,alphaedit,zsre,zsre_row8155,specificity,diff,pre,-0.007833958899232203
llama3-8b,alphaedit,zsre,zsre_row8155,specificity,success,post,0.0
llama3-8b,alphaedit,zsre,zsre_row8155,specificity,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row8354,efficacy,acc,post,1.0
llama3-8b,alphaedit,zsre,zsre_row8354,efficacy,acc,pre,0.6666666666666666
llama3-8b,alphaedit,zsre,zsre_row8354,efficacy,diff,post,0.9981199133472134
llama3-8b,alphaedit,zsre,zsre_row8354,efficacy,diff,pre,-0.005330129642372932
llama3-8b,alphaedit,zsre,zsre_row8354,efficacy,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row8354,efficacy,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row8354,generalisation,acc,post,1.0
llama3-8b,alphaedit,zsre,zsre_row8354,generalisation,acc,pre,0.6666666666666666
llama3-8b,alphaedit,zsre,zsre_row8354,generalisation,diff,post,0.9951716898769495
llama3-8b,alphaedit,zsre,zsre_row8354,generalisation,diff,pre,-0.0023124821686619
llama3-8b,alphaedit,zsre,zsre_row8354,generalisation,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row8354,generalisation,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row8354,specificity,acc,post,0.0
llama3-8b,alphaedit,zsre,zsre_row8354,specificity,acc,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row8354,specificity,diff,post,0.0021625173574459206
llama3-8b,alphaedit,zsre,zsre_row8354,specificity,diff,pre,0.0021586866419947325
llama3-8b,alphaedit,zsre,zsre_row8354,specificity,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row8354,specificity,success,pre,1.0
llama3-8b,alphaedit,zsre,zsre_row8499,efficacy,acc,post,1.0
llama3-8b,alphaedit,zsre,zsre_row8499,efficacy,acc,pre,0.5
llama3-8b,alphaedit,zsre,zsre_row8499,efficacy,diff,post,0.970431171678149
llama3-8b,alphaedit,zsre,zsre_row8499,efficacy,diff,pre,-0.10709431392699295
llama3-8b,alphaedit,zsre,zsre_row8499,efficacy,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row8499,efficacy,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row8499,generalisation,acc,post,0.5
llama3-8b,alphaedit,zsre,zsre_row8499,generalisation,acc,pre,0.5
llama3-8b,alphaedit,zsre,zsre_row8499,generalisation,diff,post,-0.1233275123745749
llama3-8b,alphaedit,zsre,zsre_row8499,generalisation,diff,pre,-0.41378049401155725
llama3-8b,alphaedit,zsre,zsre_row8499,generalisation,success,post,0.0
llama3-8b,alphaedit,zsre,zsre_row8499,generalisation,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row8499,specificity,acc,post,0.2
llama3-8b,alphaedit,zsre,zsre_row8499,specificity,acc,pre,0.2
llama3-8b,alphaedit,zsre,zsre_row8499,specificity,diff,post,-0.01258320522911056
llama3-8b,alphaedit,zsre,zsre_row8499,specificity,diff,pre,-0.012583281770407625
llama3-8b,alphaedit,zsre,zsre_row8499,specificity,success,post,0.0
llama3-8b,alphaedit,zsre,zsre_row8499,specificity,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row8642,efficacy,acc,post,1.0
llama3-8b,alphaedit,zsre,zsre_row8642,efficacy,acc,pre,0.3333333333333333
llama3-8b,alphaedit,zsre,zsre_row8642,efficacy,diff,post,0.9870523563076239
llama3-8b,alphaedit,zsre,zsre_row8642,efficacy,diff,pre,-0.0030892451878532278
llama3-8b,alphaedit,zsre,zsre_row8642,efficacy,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row8642,efficacy,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row8642,generalisation,acc,post,1.0
llama3-8b,alphaedit,zsre,zsre_row8642,generalisation,acc,pre,0.3333333333333333
llama3-8b,alphaedit,zsre,zsre_row8642,generalisation,diff,post,0.9267895207325604
llama3-8b,alphaedit,zsre,zsre_row8642,generalisation,diff,pre,-0.0012125274931220828
llama3-8b,alphaedit,zsre,zsre_row8642,generalisation,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row8642,generalisation,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row8642,specificity,acc,post,0.5
llama3-8b,alphaedit,zsre,zsre_row8642,specificity,acc,pre,0.5
llama3-8b,alphaedit,zsre,zsre_row8642,specificity,diff,post,-0.036723767990318006
llama3-8b,alphaedit,zsre,zsre_row8642,specificity,diff,pre,-0.03710491027066731
llama3-8b,alphaedit,zsre,zsre_row8642,specificity,success,post,0.0
llama3-8b,alphaedit,zsre,zsre_row8642,specificity,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row8716,efficacy,acc,post,0.6666666666666666
llama3-8b,alphaedit,zsre,zsre_row8716,efficacy,acc,pre,0.3333333333333333
llama3-8b,alphaedit,zsre,zsre_row8716,efficacy,diff,post,-0.011800740135122445
llama3-8b,alphaedit,zsre,zsre_row8716,efficacy,diff,pre,-0.14405352998022009
llama3-8b,alphaedit,zsre,zsre_row8716,efficacy,success,post,0.0
llama3-8b,alphaedit,zsre,zsre_row8716,efficacy,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row8716,generalisation,acc,post,0.6666666666666666
llama3-8b,alphaedit,zsre,zsre_row8716,generalisation,acc,pre,0.3333333333333333
llama3-8b,alphaedit,zsre,zsre_row8716,generalisation,diff,post,-0.0737980550299051
llama3-8b,alphaedit,zsre,zsre_row8716,generalisation,diff,pre,-0.10997351753932207
llama3-8b,alphaedit,zsre,zsre_row8716,generalisation,success,post,0.0
llama3-8b,alphaedit,zsre,zsre_row8716,generalisation,success,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row8716,specificity,acc,post,0.0
llama3-8b,alphaedit,zsre,zsre_row8716,specificity,acc,pre,0.0
llama3-8b,alphaedit,zsre,zsre_row8716,specificity,diff,post,0.0005400997652621
llama3-8b,alphaedit,zsre,zsre_row8716,specificity,diff,pre,0.0005496046726569788
llama3-8b,alphaedit,zsre,zsre_row8716,specificity,success,post,1.0
llama3-8b,alphaedit,zsre,zsre_row8716,specificity,success,pre,1.0
llama3-8b,alphaedit,zsre,zsre_row8814,efficacy,acc,post,1.0
llama3-8b,alphaedit,zsre,zsre_row8814,efficacy,acc,pre,0.6666666666666666
