model,method,bench,case,efficacy_rate_pre,efficacy_rate_post,efficacy_magnitude_pre,efficacy_magnitude_post,efficacy_log_magnitude_pre,efficacy_log_magnitude_post,generalisation_rate_pre,generalisation_rate_post,generalisation_magnitude_pre,generalisation_magnitude_post,generalisation_log_magnitude_pre,generalisation_log_magnitude_post,specificity_rate_pre,specificity_rate_post,specificity_magnitude_pre,specificity_magnitude_post,specificity_log_magnitude_pre,specificity_log_magnitude_post
gpt2-xl,rome,ripple,ripple_random_row901,0.0,1.0,-0.020561382532115497,6.56216828205407e-05,-3.783203125,1.319864273071289,,,,,,,,,,,,
gpt2-xl,rome,ripple,ripple_random_row436,0.0,1.0,-0.029847762217127444,0.012572975474655846,-1.8671875,15.873794555664062,,,,,,,,,,,,
gpt2-xl,rome,ripple,ripple_random_row834,0.0,1.0,-0.224259578951463,0.0067386679051914256,-3.59918212890625,0.14635213216145848,,,,,,,,,,,,
gpt2-xl,rome,zsre,zsre_row8097,1.0,1.0,0.06447440464413451,0.026092268682080852,1.81109619140625,3.5109100341796875,1.0,1.0,0.04645956653142804,0.023625143276899796,1.827239990234375,3.0624237060546875,1.0,1.0,0.006711784580285734,0.006419740666977451,1.6380157470703125,1.610137939453125
gpt2-xl,rome,zsre,zsre_row15599,0.0,1.0,-0.003730474832275628,0.9964369070906812,-2.84375,10.4339599609375,0.0,1.0,-0.006699429113395981,0.48978837852701723,-2.71875,4.546875,0.0,0.0,-7.241250244972373e-08,-6.211423932670302e-08,-1.75,-1.625
gpt2-xl,rome,zsre,zsre_row18844,1.0,1.0,8.272617254803248e-05,0.0002841121911412912,0.109375,2.80267333984375,1.0,1.0,4.510696549591873e-06,0.0003617827924542335,0.0078125,2.92742919921875,0.0,0.0,-0.00033985135022967866,-0.00037496753448929975,-0.953125,-1.0703125
gpt2-xl,rome,zsre,zsre_row5765,0.0,1.0,-0.010507272971469993,0.9958470170926125,-2.328125,8.214859008789062,0.0,1.0,-0.009521939321647186,0.9875446564140543,-1.703125,6.91033935546875,0.0,0.0,-0.00010714295166188353,-0.00010384412995913718,-7.234375,-7.203125
gpt2-xl,rome,zsre,zsre_row13630,1.0,1.0,0.010259279512788818,0.9968405239637608,0.911214192708333,7.1069691975911455,1.0,1.0,0.011426988181385996,0.8758521003218593,1.445393880208333,4.866383870442708,1.0,1.0,0.003155053067620887,0.0032140327506826926,2.402506510416667,2.437174479166667
gpt2-xl,rome,zsre,zsre_row14665,0.0,1.0,-0.008363508681729435,0.014910326371184066,-0.953125,1.145751953125,0.0,1.0,-0.004888315029085304,0.011307564227632095,-0.8125,0.6011962890625,0.0,0.0,-7.761381907150024e-05,-7.846639303643583e-05,-0.578125,-0.5625
gpt2-xl,rome,zsre,zsre_row12754,0.0,1.0,-0.0006863684377458618,0.9988243024855079,-1.15625,10.99884033203125,0.0,1.0,-0.0002568433110064872,0.9803121377847378,-1.6875,7.94921875,1.0,1.0,1.5098181219104483e-08,2.418636652717143e-08,0.25,0.375
gpt2-xl,rome,zsre,zsre_row8750,0.0,1.0,-0.010631595863093615,0.9621533294508818,-4.901041666666667,11.83642578125,0.0,1.0,-0.012674554122332954,0.8035055203863679,-5.635416666666667,10.760416666666666,0.0,0.0,-0.00032810103502023006,-0.0003280723294878563,-6.604166666666666,-6.541666666666666
gpt2-xl,rome,zsre,zsre_row4307,0.0,1.0,-0.00011688838341249955,0.00012179925572147446,-0.21875,2.643931070963543,0.0,1.0,-0.0016004306072078054,0.0001847287770276094,-0.6731770833333339,0.9150390625,0.0,0.0,-2.5090337725515555e-05,-2.4381905544576924e-05,-2.229166666666668,-2.166666666666666
gpt2-xl,rome,zsre,zsre_row18406,1.0,1.0,0.0017125989813484683,0.9993173979018953,2.46875,19.249317169189453,1.0,1.0,0.00041324274155373256,0.9987800352811871,1.375,18.873779296875,1.0,1.0,0.0016993969445255165,0.0017534756419272158,6.0,6.03125
gpt2-xl,rome,zsre,zsre_row10580,0.0,1.0,-0.0004183447903211338,1.865983978695038e-05,-2.8359375,0.374359130859375,0.0,0.0,-0.004916980226368003,-0.004829173447931326,-5.96875,-4.978515625,1.0,1.0,2.853625412742645e-05,3.2159841481109255e-05,1.2265625,1.3125
gpt2-xl,rome,zsre,zsre_row9259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt2-xl,rome,zsre,zsre_row57,0.0,1.0,-3.024570863123265e-07,0.9707482445487406,-0.6875,10.5953369140625,0.0,1.0,-2.8941036768614462e-06,0.9692104059580219,-0.3125,10.65625,0.0,0.0,-2.2018885140075032e-07,-1.8642214659134748e-07,-0.625,-0.5
gpt2-xl,rome,zsre,zsre_row19060,0.0,1.0,-0.0001313864316184243,0.9960705262473454,-1.40625,14.621063232421875,0.0,1.0,-6.773031261241518e-05,0.9837731323205708,-0.375,12.882080078125,0.0,0.0,-0.0001488008652892181,-0.0001417676510818407,-3.46875,-3.421875
gpt2-xl,rome,zsre,zsre_row16238,0.0,1.0,-1.0283066767544824e-05,0.00017797431766747814,-0.1875,5.0289459228515625,0.0,0.0,-1.6897497995685038e-05,-1.252884804320391e-05,-0.390625,-0.375,1.0,1.0,5.249382921459419e-08,5.0878763879709734e-08,0.03125,0.03125
gpt2-xl,rome,zsre,zsre_row9297,1.0,1.0,0.008842992892712374,0.16071398300227774,1.3292968749999998,9.01574249267578,1.0,1.0,0.00818457139279358,0.14300035477275186,0.72900390625,6.7827880859375,1.0,1.0,0.0016195113430982641,0.0016682478729643947,6.1234375,6.10625
gpt2-xl,rome,zsre,zsre_row15083,1.0,1.0,0.009270581027579706,0.0035902926118067525,1.7916190011160715,5.4806804112025675,1.0,1.0,0.017028666067700978,0.016435824349471658,1.764549909319196,5.849949428013392,1.0,1.0,7.30702869968248e-05,4.8218765394382576e-05,0.09187360491071406,0.05998535156250018
gpt2-xl,rome,zsre,zsre_row18879,1.0,1.0,0.00527888843489243,0.9120099072862995,0.436279296875,7.845787048339844,1.0,1.0,0.002648326732572424,0.9537433469549005,0.41650390625,7.172157287597656,0.0,0.0,-7.625162881506789e-06,-7.40711701748285e-06,-0.78125,-0.765625
gpt2-xl,rome,zsre,zsre_row495,1.0,1.0,0.005068663931417764,0.9840093027165437,1.03125,11.92138671875,1.0,1.0,0.003274480681009448,0.7547848392204063,1.15625,9.53125,0.0,0.0,-2.8655506920433357e-07,-2.2186615341455612e-07,-0.3125,-0.25
gpt2-xl,rome,zsre,zsre_row14921,1.0,1.0,0.022966281733954614,0.9350947950875788,0.8479207356770835,7.246105829874675,1.0,1.0,0.016818922799940732,0.886688273106283,1.1267496744791665,6.599849700927734,1.0,1.0,0.001794209791232961,0.0017703485440150846,3.255208333333333,3.24609375
llama3-8b,alphaedit,counterfact,11983,0.0,0.0,-0.3746316239505429,-0.3342878866487074,-6.61328125,-2.25,0.0,0.0,-0.3081156499876838,-0.24453096089979529,-6.765625,-4.26171875,0.0,0.1,-0.20332564197756206,-0.2199258161786401,-6.94609375,-6.6638671875
llama3-8b,alphaedit,counterfact,13602,0.0,0.0,-0.6048270399168308,-0.5337597466466842,-5.875,-2.1796875,0.0,0.0,-0.42188252023823114,-0.4554472995622347,-5.8779296875,-4.46875,0.0,0.0,-0.12417178924279137,-0.12222586286173272,-3.051171875,-3.0203125
llama3-8b,alphaedit,counterfact,15471,0.0,1.0,-0.6577832914042001,0.9644416146043997,-4.74609375,4.25927734375,0.0,0.5,-0.06493766939014796,-0.00016163841956060975,-6.6015625,-0.0625,0.0,0.0,-0.17948917485863244,-0.1686862723190059,-6.40491943359375,-5.27471923828125
llama3-8b,alphaedit,counterfact,4190,0.0,1.0,-0.00024146269984900306,0.30779381514814935,-4.125,5.046875,0.0,0.0,-0.0070007923376300876,-0.03849932001583562,-5.203125,-5.1953125,0.2,0.2,-0.013405784783820637,-0.01285191685012832,-2.571875,-2.540625
llama3-8b,alphaedit,counterfact,2414,0.0,0.0,-4.509402744198303e-05,-0.00019046107135657655,-5.0,-2.75,0.0,0.0,-0.0005632784536218009,-0.0012908670929215988,-5.078125,-4.53125,0.0,0.0,-0.0016547944614993919,-0.0017430926670741098,-4.409375,-4.3375
llama3-8b,alphaedit,counterfact,11701,0.0,1.0,-0.0003491789672271867,0.02170370354664844,-0.0625,1.0625,0.0,0.0,-0.020967039326617316,-0.023990577274446506,-6.1015625,-4.5078125,0.4,0.4,-0.033647897097344434,-0.03156796271884801,-1.0296875,-0.79609375
llama3-8b,alphaedit,counterfact,16141,0.0,0.0,-0.09301222888125651,-0.0006923955208968284,-10.625,-3.6875,0.0,0.0,-0.2590965865849199,-0.11201986601372689,-8.27734375,-4.27734375,0.0,0.0,-0.2397069753145759,-0.23393810663808817,-11.1740966796875,-11.0208984375
llama3-8b,alphaedit,counterfact,19724,0.0,0.0,-0.40081260713292205,-0.09200050210442608,-8.5234375,-3.640625,0.5,0.5,-0.003940620367907731,0.001402742877942736,0.0625,0.3125,0.2,0.2,-0.2572057075297513,-0.266497981708595,-4.903515625,-4.5548828125
llama3-8b,alphaedit,counterfact,12635,0.0,0.0,-0.0067370047536037345,-0.008209812897305229,-8.875,-1.0,0.0,0.0,-0.042466782349592454,-0.015414806504227083,-6.96875,-4.4765625,0.0,0.0,-0.03636163031581986,-0.035314340672621417,-9.5484375,-9.5109375
llama3-8b,alphaedit,counterfact,3748,0.0,0.0,-0.0025570895843583003,-0.023261075585611933,-8.90625,-1.328125,0.0,0.0,-0.4118695888462979,-0.3316488711577137,-5.7197265625,-1.5986328125,0.1,0.1,-0.14286444811814447,-0.1446083419824759,-5.02998046875,-4.968115234375
llama3-8b,alphaedit,counterfact,17374,0.0,1.0,-0.7555826210228521,0.8910687696312193,-6.939453125,3.49365234375,0.5,1.0,-0.37694008134194484,0.44927026754254207,-2.5791015625,2.84521484375,0.0,0.0,-0.48334552606413006,-0.49745879763709605,-6.24326171875,-6.21982421875
llama3-8b,alphaedit,counterfact,2723,0.0,0.0,-0.041274281790579966,-0.024600986115049014,-11.0625,-6.296875,0.0,0.0,-0.0013401302480098229,-0.002255060266395481,-7.59375,-6.125,0.0,0.0,-0.031101653363421695,-0.034481230315964805,-7.0609375,-6.80625
llama3-8b,alphaedit,counterfact,2759,0.0,0.0,-0.6532390808512627,-0.723836280472967,-10.38671875,-4.376953125,0.0,0.0,-0.30148998946787986,-0.22696073455134125,-7.982421875,-2.806640625,0.0,0.0,-0.3358848389851731,-0.33499663986419115,-9.2078125,-7.5234375
llama3-8b,alphaedit,counterfact,21054,0.0,0.0,-0.035266680121349314,-0.23738097746686404,-6.84375,-7.4375,0.0,0.0,-0.01157895342434728,-0.016818103775259618,-2.46875,-2.5234375,0.2,0.2,-0.2821626858253299,-0.3023255197791667,-3.62841796875,-3.78583984375
llama3-8b,alphaedit,counterfact,12756,0.0,1.0,-6.434978752825924e-06,0.019015064546153506,-0.1875,4.671875,1.0,1.0,0.00010137702583375851,0.00013516303327891282,1.90625,2.40625,0.9,0.9,0.0008135283276639524,0.0012158710012938067,1.11875,1.26875
llama3-8b,alphaedit,counterfact,14633,0.0,0.0,-0.016715236198489615,-0.01021047632387084,-2.4375,-0.4375,0.0,0.0,-0.004264492004794854,-0.0012840254558793953,-2.96875,-0.40625,0.1,0.1,-0.008361582815361663,-0.00874283961738707,-2.55,-2.4890625
llama3-8b,alphaedit,counterfact,21068,1.0,0.0,2.6693511091034924e-06,-3.8645051191432354e-07,1.0,-0.1875,0.0,0.5,-0.00035084300126045066,0.0006929584777019553,-3.4375,-2.90625,0.2,0.2,-0.0021176874322986878,-0.0020879979848016325,-2.41875,-2.39375
llama3-8b,alphaedit,counterfact,3509,0.0,1.0,-0.011701773082688039,0.00878209240538752,-2.3125,0.125,0.0,0.5,-0.09256011821355188,0.21562853457970796,-3.01171875,-1.0,0.0,0.0,-0.10993467413090285,-0.11202587001069049,-4.965234375,-4.58046875
llama3-8b,alphaedit,counterfact,2106,0.0,1.0,-0.0001740853017338229,0.008580218134710584,-0.5625,3.25,0.0,1.0,-0.002580255740616181,0.00753926965323962,-3.546875,1.28125,0.0,0.0,-0.0055287948814674226,-0.005164507161812983,-2.8078125,-2.659375
llama3-8b,alphaedit,counterfact,17265,0.0,1.0,-0.00023005567231804854,0.02723706407582844,-2.125,1.796875,0.0,0.5,-0.12936533385756854,0.0619623724125747,-1.75390625,0.28125,0.6,0.7,0.00048805517054933056,0.0005831091727217586,-0.040625,-0.0140625
llama3-8b,alphaedit,genie,followed_by_6150,0.0,0.0,-0.6672860716257157,-0.480548651008176,-3.9908523559570312,-1.735147476196289,,,,,,,,,,,,
llama3-8b,alphaedit,genie,director_229,0.0,0.0,-0.7494945758659735,-0.7856455526834593,-5.509969075520833,-5.3416748046875,,,,,,,,,,,,
llama3-8b,alphaedit,genie,headquarters_2162,0.0,0.0,-0.5767564619178824,-0.669102701451927,-4.020825703938802,-2.1640396118164062,,,,,,,,,,,,
llama3-8b,alphaedit,genie,field_of_work_1687,0.0,0.0,-0.0341006526874804,-0.02254758916104576,-2.546875,-0.5,,,,,,,,,,,,
llama3-8b,alphaedit,genie,director_3768,0.0,0.0,-0.6045611322423383,-0.6575649154838638,-2.5452378590901694,-1.886013666788737,,,,,,,,,,,,
llama3-8b,alphaedit,genie,occupation_2544,0.0,0.0,-0.010126043930892633,-0.0777228530652102,-2.2109375,-1.66015625,,,,,,,,,,,,
llama3-8b,alphaedit,genie,production_company_4721,0.0,1.0,-0.1382120614983752,0.3256702279231307,-3.5748443603515625,2.237019856770833,,,,,,,,,,,,
llama3-8b,alphaedit,genie,continent_7135,0.0,0.0,-0.7534576814406175,-0.6956742742389984,-7.2176513671875,-1.947296142578125,,,,,,,,,,,,
llama3-8b,alphaedit,genie,spouse_2997,0.0,0.0,-0.9333527176226878,-0.8639010619483642,-6.86907958984375,-4.984046936035156,,,,,,,,,,,,
llama3-8b,alphaedit,genie,genre_3080,1.0,1.0,0.009653640304805948,0.4038516293608467,1.39453125,3.408203125,,,,,,,,,,,,
llama3-8b,alphaedit,genie,award_received_5077,0.0,0.0,-0.2840793522487481,-0.27131286995981724,-2.5957123727509472,-1.69094756155303,,,,,,,,,,,,
llama3-8b,alphaedit,genie,country_3694,0.0,0.0,-0.11105931145638473,-0.09721314298432554,-8.4900146484375,-4.0615234375,,,,,,,,,,,,
llama3-8b,alphaedit,genie,followed_by_3324,0.0,0.0,-0.007703584469028125,-0.006387059506576141,-1.30078125,-0.6595052083333339,,,,,,,,,,,,
llama3-8b,alphaedit,genie,field_of_work_100,0.0,0.0,-0.018300549298018772,-0.00900883045520694,-4.6494140625,-0.984700520833333,,,,,,,,,,,,
llama3-8b,alphaedit,genie,composer_4902,0.0,0.0,-0.5606510367541708,-0.5833911821533662,-4.405434926350911,-3.737616221110026,,,,,,,,,,,,
llama3-8b,alphaedit,genie,genre_4732,0.0,0.0,-0.0914633257347331,-0.06580269912045059,-4.09375,-0.5546875,,,,,,,,,,,,
llama3-8b,alphaedit,genie,director_7311,0.0,0.0,-0.2780737046400567,-0.3034381689839937,-3.027587890625,-1.7443033854166665,,,,,,,,,,,,
llama3-8b,alphaedit,genie,country_6584,0.0,1.0,-0.010270499360691467,0.04886153370251501,-0.560546875,0.9384765625,,,,,,,,,,,,
llama3-8b,alphaedit,genie,genre_4642,1.0,1.0,0.04329225481008179,0.17219674830565387,0.82421875,1.5390625,,,,,,,,,,,,
llama3-8b,alphaedit,genie,country_of_citizenship_2431,0.0,0.0,-0.22466852725257747,-0.16203868386432677,-2.1260986328125,-0.6875,,,,,,,,,,,,
llama3-8b,alphaedit,mquake,2640,0.25,0.25,-0.0791077711580138,-0.04559439658132879,-0.9416037150791717,-0.5448409625462123,,,,,,,,,,,,
llama3-8b,alphaedit,mquake,248,0.0,1.0,-0.24377158850562614,0.07457588779719362,-2.4204457600911455,1.0506083170572915,,,,,,,,,,,,
llama3-8b,alphaedit,mquake,2121,0.0,1.0,-0.892095627346833,0.3437574187872534,-3.8631504603794644,1.580239704677037,,,,,,,,,,,,
llama3-8b,alphaedit,mquake,825,0.5,0.5,-0.4271053973296396,-0.012684162758214358,0.8712565104166661,2.5182291666666665,,,,,,,,,,,,
llama3-8b,alphaedit,mquake,2014,0.6666666666666666,1.0,0.027880236356327515,0.18576493480728787,5.8321111769903276,6.073279971168155,,,,,,,,,,,,
llama3-8b,alphaedit,mquake,713,0.0,0.5,-0.08738956575614856,0.26061605265138105,-2.0377578735351562,-0.86724853515625,,,,,,,,,,,,
llama3-8b,alphaedit,mquake,1872,0.0,1.0,-0.07469767928572141,0.10057375137022762,-3.6523437500000004,0.9866943359374998,,,,,,,,,,,,
llama3-8b,alphaedit,mquake,562,0.5,0.5,-0.0011096652127764797,0.011941801834575074,1.2237431208292642,1.6032279332478843,,,,,,,,,,,,
llama3-8b,alphaedit,mquake,595,1.0,1.0,0.06672136636745549,0.13488522397824967,3.0144500732421875,2.5934295654296875,,,,,,,,,,,,
llama3-8b,alphaedit,mquake,1554,0.0,1.0,-0.9433401421532247,0.39097007352912133,-6.13134765625,2.9283447265625,,,,,,,,,,,,
llama3-8b,alphaedit,mquake,1291,0.5,1.0,0.10198741949837539,0.1867546034218513,1.0121895926339286,1.3740277971540178,,,,,,,,,,,,
llama3-8b,alphaedit,mquake,1655,0.5,1.0,-0.12914011376876752,0.24980057324605587,-0.341217041015625,1.8414306640625,,,,,,,,,,,,
llama3-8b,alphaedit,mquake,681,0.0,0.0,-0.10383415192858907,-0.12034132463646377,-2.2623639787946432,-1.7675247192382812,,,,,,,,,,,,
llama3-8b,alphaedit,mquake,1162,0.0,1.0,-0.02293133913061797,0.015520028649631347,-1.269287109375,0.323486328125,,,,,,,,,,,,
llama3-8b,alphaedit,mquake,1997,0.0,1.0,-0.04835474425934938,0.46186090555301534,-2.28515625,4.13427734375,,,,,,,,,,,,
llama3-8b,alphaedit,mquake,2526,0.75,0.75,-0.10669931596885991,0.0114303779296865,1.5540801207224528,1.5602783997853598,,,,,,,,,,,,
llama3-8b,alphaedit,mquake,2752,0.0,0.0,-0.02482585265431422,-0.04991726302997167,-2.6387939453125,-2.4599507649739585,,,,,,,,,,,,
llama3-8b,alphaedit,mquake,696,0.0,0.0,-0.16228237314962574,-0.04328702521738751,-5.1328125,-2.1767578125,,,,,,,,,,,,
llama3-8b,alphaedit,mquake,606,0.0,1.0,-0.1563746490171586,0.3903508742325303,-5.55462646484375,1.384246826171875,,,,,,,,,,,,
llama3-8b,alphaedit,mquake,1946,0.3333333333333333,0.0,-0.02922467699062617,-0.00882706258473889,-2.6761881510416665,-3.1292928059895835,,,,,,,,,,,,
llama3-8b,alphaedit,ripple,ripple_popular_row272,0.0,0.0,-0.7166500690792392,-0.33823943657868044,-5.451729456583658,-4.216342926025391,,,,,,,,,,,,
llama3-8b,alphaedit,ripple,ripple_popular_row528,0.0,0.0,-0.0018631573742233726,-0.0038181168713161424,-8.02734375,-3.5244140625,,,,,,,,,,,,
llama3-8b,alphaedit,ripple,ripple_popular_row137,0.0,1.0,-0.023518150088266902,0.025612813058775972,-1.2348388671875004,1.7717163085937502,,,,,,,,,,,,
llama3-8b,alphaedit,ripple,ripple_popular_row865,0.0,1.0,-0.03738161670549718,0.10425344489572609,-1.99346923828125,1.9158905029296873,,,,,,,,,,,,
llama3-8b,alphaedit,ripple,ripple_popular_row147,0.0,0.0,-0.023712569545338767,-0.002676832216771261,-3.1749674479166665,-0.26090494791666696,,,,,,,,,,,,
llama3-8b,alphaedit,ripple,ripple_popular_row86,0.0,0.0,-0.12899430868592576,-0.12639970297465297,-5.791010076349432,-4.289253928444602,,,,,,,,,,,,
llama3-8b,alphaedit,ripple,ripple_popular_row827,0.0,0.0,-0.04969387309255268,-0.023467958006494056,-7.467447916666666,-4.385416666666666,,,,,,,,,,,,
llama3-8b,alphaedit,ripple,ripple_popular_row607,0.0,0.0,-0.11211721116218841,-0.09831726485936815,-7.25,-3.28125,,,,,,,,,,,,
llama3-8b,alphaedit,ripple,ripple_popular_row377,0.0,0.0,-0.06463673294331804,-0.028928723866162437,-3.346354166666667,-1.171223958333333,,,,,,,,,,,,
llama3-8b,alphaedit,ripple,ripple_popular_row454,0.0,0.0,-0.06550690907757271,-0.05104281164430254,-4.986979166666667,-3.595703125,,,,,,,,,,,,
llama3-8b,alphaedit,ripple,ripple_popular_row339,0.0,0.0,-0.26295578234499645,-0.28136201986060955,-2.8755859375,-2.452734375,,,,,,,,,,,,
llama3-8b,alphaedit,ripple,ripple_popular_row744,0.0,0.0,-0.30803716593667924,-0.24439001619755535,-6.035797119140625,-4.172943115234375,,,,,,,,,,,,
llama3-8b,alphaedit,ripple,ripple_popular_row639,0.0,0.0,-0.8169304519842187,-0.4905208026766667,-7.365814208984375,-6.392415364583333,,,,,,,,,,,,
llama3-8b,alphaedit,ripple,ripple_popular_row437,0.0,0.0,-0.46967023382743184,-0.3524203281738601,-8.931907653808594,-6.193489074707031,,,,,,,,,,,,
llama3-8b,alphaedit,ripple,ripple_popular_row273,1.0,1.0,0.0010354960102323184,0.004213172402705843,1.23046875,2.330078125,,,,,,,,,,,,
llama3-8b,alphaedit,ripple,ripple_popular_row353,0.0,0.0,-0.17231455302771254,-0.2474639907716208,-3.216900634765625,-2.609454345703125,,,,,,,,,,,,
llama3-8b,alphaedit,ripple,ripple_popular_row371,0.0,0.0,-0.20696100871762638,-0.16245394665787263,-4.539031982421875,-2.0037384033203125,,,,,,,,,,,,
llama3-8b,alphaedit,ripple,ripple_popular_row646,0.0,0.0,-0.3263654891584401,-0.35791771735539385,-3.5550458635602684,-2.9524501255580353,,,,,,,,,,,,
llama3-8b,alphaedit,ripple,ripple_popular_row129,0.0,0.0,-0.8863280835370302,-0.7706427642693873,-9.957504272460938,-9.364555358886719,,,,,,,,,,,,
llama3-8b,alphaedit,ripple,ripple_popular_row602,0.0,1.0,-0.3845910154712273,0.0019238145413969557,-5.0615234375,1.092559814453125,,,,,,,,,,,,
llama3-8b,alphaedit,ripple,ripple_random_row1779,0.0,1.0,-0.029241121142635336,0.480735220110846,-4.109375,8.017890930175781,,,,,,,,,,,,
llama3-8b,alphaedit,ripple,ripple_random_row70,0.0,0.0,-0.301512127222211,-0.32287437089122506,-2.3853759765625,-1.5628997802734375,,,,,,,,,,,,
llama3-8b,alphaedit,ripple,ripple_random_row1359,0.0,0.0,-0.03663517601316896,-0.055988863650203224,-5.327807617187499,-2.148821004231771,,,,,,,,,,,,
llama3-8b,alphaedit,ripple,ripple_random_row1105,0.0,1.0,-0.0025829928003694943,0.0004941815437964549,-3.859375,0.234375,,,,,,,,,,,,
llama3-8b,alphaedit,ripple,ripple_random_row1751,0.0,1.0,-0.11462722608751706,0.6912064173251566,-3.118733723958333,3.2178141276041665,,,,,,,,,,,,
llama3-8b,alphaedit,ripple,ripple_random_row1170,0.0,0.0,-0.015179783781013933,-0.02389644706654484,-1.404947916666667,-0.7666829427083335,,,,,,,,,,,,
llama3-8b,alphaedit,ripple,ripple_random_row661,0.0,0.0,-0.4292126425169494,-0.5059612324699041,-4.044270833333333,-3.8671875,,,,,,,,,,,,
llama3-8b,alphaedit,ripple,ripple_random_row381,0.0,0.0,-0.41750596581445826,-0.3980077477794367,-6.04913330078125,-5.7109375,,,,,,,,,,,,
llama3-8b,alphaedit,ripple,ripple_random_row317,0.0,0.0,-0.02376961978550107,-0.027601402857900064,-4.120768229166666,-3.7770182291666665,,,,,,,,,,,,
llama3-8b,alphaedit,ripple,ripple_random_row250,0.0,0.0,-0.000594059462704453,-0.00015799113837676785,-0.85546875,-0.107421875,,,,,,,,,,,,
llama3-8b,alphaedit,ripple,ripple_random_row455,0.0,0.0,-0.5478751081417647,-0.5877861698719533,-8.8359375,-8.859375,,,,,,,,,,,,
llama3-8b,alphaedit,ripple,ripple_random_row998,0.0,1.0,-0.0012562743378245998,0.0012872392985675317,-0.897786458333333,1.406901041666667,,,,,,,,,,,,
llama3-8b,alphaedit,ripple,ripple_random_row689,0.0,1.0,-0.5097243373665233,0.3320919450886782,-3.54296875,0.82550048828125,,,,,,,,,,,,
llama3-8b,alphaedit,ripple,ripple_random_row787,1.0,1.0,0.004531549650680365,0.06730734941453435,0.823811848958333,2.145947774251302,,,,,,,,,,,,
llama3-8b,alphaedit,ripple,ripple_random_row115,0.0,1.0,-0.01571844243101024,0.031967712010452384,-0.15878513881138412,0.24725668770926346,,,,,,,,,,,,
llama3-8b,alphaedit,ripple,ripple_random_row541,0.0,0.0,-0.15362760360202724,-0.13608996768871146,-4.62104252406529,-4.046634129115514,,,,,,,,,,,,
llama3-8b,alphaedit,ripple,ripple_random_row1317,0.0,0.0,-0.0025603832912392908,-0.003314832220619128,-1.5505208333333327,-1.5817708333333327,,,,,,,,,,,,
llama3-8b,alphaedit,ripple,ripple_random_row901,0.0,0.0,-0.08138529126321302,-0.0559439713009405,-4.298095703125,-2.5458984375,,,,,,,,,,,,
llama3-8b,alphaedit,ripple,ripple_random_row436,0.0,0.0,-0.12434879694734614,-0.07185091144418289,-3.8203125,-2.08203125,,,,,,,,,,,,
llama3-8b,alphaedit,ripple,ripple_random_row834,0.0,0.0,-0.3104059687314858,-0.2484897691024596,-6.581512451171875,-5.89166259765625,,,,,,,,,,,,
llama3-8b,alphaedit,zsre,zsre_row8097,0.0,1.0,-0.0022359041771294608,0.2488391254004451,-0.03400878906249982,1.7512451171875,1.0,1.0,0.01645018131291135,0.1216387472098382,0.3056762695312498,1.329095458984375,1.0,1.0,0.009368776723990654,0.009788774513657334,2.7218597412109373,2.791278076171875
llama3-8b,alphaedit,zsre,zsre_row15599,0.0,0.0,-0.027510609113931817,-0.012883196061094303,-2.8125,-0.875,0.0,0.0,-0.007574431119144377,-0.008193611745648319,-2.6875,-2.5,0.0,0.0,-3.7682860341915455e-07,-3.7682860341915455e-07,-1.375,-1.375
llama3-8b,alphaedit,zsre,zsre_row18844,1.0,1.0,0.01285613979894712,0.027025830601130972,4.202799479166666,4.113850911458333,1.0,1.0,0.00781366804630654,0.013910253924416693,4.42578125,4.3935546875,1.0,1.0,0.0011123138396322116,0.0011477221177676731,4.790364583333334,4.80078125
llama3-8b,alphaedit,zsre,zsre_row5765,0.0,1.0,-0.3521381776349126,0.13923709072545623,-2.1022135416666665,0.7382812500000002,0.0,1.0,-0.24250390666292057,0.12100173402872007,-1.8880208333333333,1.0234374999999998,1.0,1.0,0.00034051992487662934,0.0003987305074676366,0.17708333333333304,0.20833333333333304
llama3-8b,alphaedit,zsre,zsre_row13630,1.0,1.0,0.011780947987337472,0.02377018224563008,1.5849609375,1.0140177408854165,1.0,1.0,0.017097920079553117,0.02888982377515585,2.0325520833333335,1.35546875,1.0,1.0,0.0016870491112626934,0.0016767135085265883,2.707682291666667,2.694661458333333
llama3-8b,alphaedit,zsre,zsre_row14665,0.0,1.0,-0.03702849295952519,0.08404298784036175,-0.453125,0.5794270833333333,0.0,1.0,-0.022909746427705158,0.10827416081292922,-0.43229166666666696,0.9778645833333333,0.0,0.0,-0.0013417362343923545,-0.00133869136528114,-0.635416666666667,-0.619791666666667
llama3-8b,alphaedit,zsre,zsre_row12754,0.0,0.0,-0.0034204556922646234,-0.014554831895883177,-0.04166666666666696,-0.125,0.0,0.0,-0.0011820778568459242,0.0,-0.04166666666666696,0.0,1.0,1.0,0.00033349792380623494,0.0003249251906444128,0.125,0.125
llama3-8b,alphaedit,zsre,zsre_row8750,0.0,0.0,-0.4498887406283599,-0.42981558706159306,-3.7459742228190103,-3.350163777669271,0.0,0.0,-0.35176038826638073,-0.30966129324009556,-3.380444844563802,-3.008555094401041,0.0,0.0,-0.0114086441772971,-0.011028873939154195,-1.074544270833333,-1.042236328125
